Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score
0.697674418604651,1,0.5,0.18,0.25,0.833333333333333,76
0.465116279069767,0.55,0.5,0.32,0.375,0.5,69
0.488372093023256,0.175,0.5,0.44,0.375,0.333333333333333,67
0.441860465116279,0.325,0.833333333333333,0.84,0.25,0.5,69
0.162790697674419,0.425,0.333333333333333,0.74,0,0.333333333333333,63
0.441860465116279,0.3,0.833333333333333,0.32,0.375,0.5,67
0.441860465116279,0.275,0.5,0.24,0.25,0.833333333333333,66
0.790697674418605,0.975,0.5,0.7,0.25,0.333333333333333,79
0.418604651162791,0.15,0.666666666666667,0.48,0.125,0.5,64
0.488372093023256,0.725,0.333333333333333,0.6,0.125,0.5,73
0.441860465116279,0,0.5,0.64,0.25,0.666666666666667,63
0.27906976744186,0.6,0.166666666666667,0.56,0.125,0.333333333333333,65
0.604651162790698,0.925,0.666666666666667,0.62,0,0.833333333333333,73
0.558139534883721,0.3,0.666666666666667,0.88,0.25,0.666666666666667,70
0.558139534883721,0.175,0.833333333333333,0.86,0.25,0.5,68
0.325581395348837,0.65,0.5,0.14,0.125,0.5,65
0.627906976744186,0.725,0.833333333333333,0.58,0,0.166666666666667,71
0.255813953488372,0.7,0.333333333333333,0.44,0.25,0.333333333333333,64
0.534883720930233,0.325,0.666666666666667,0.28,0.5,0.5,68
0.744186046511628,0.25,0.333333333333333,0.64,0.125,0.666666666666667,69
0.302325581395349,0.95,0.5,0.52,0,0.666666666666667,69
0.372093023255814,0.925,0.666666666666667,0.78,0.125,0.666666666666667,69
0.465116279069767,0.45,1,0.1,0.125,0.333333333333333,67
0.372093023255814,0.85,0.666666666666667,0.3,0.5,1,68
0.232558139534884,0.45,0.666666666666667,0.02,0.25,0.5,64
0.441860465116279,0.425,0.333333333333333,0.74,0,0.666666666666667,66
0.302325581395349,0.15,0.5,0.92,0.375,0.5,63
0.511627906976744,0.425,0.5,0.58,0,0.333333333333333,66
0.302325581395349,0.525,0.833333333333333,0.62,0.125,0.5,66
0.651162790697674,0.025,0.5,0.04,0.375,0.5,67
0.325581395348837,0.45,0.833333333333333,0.5,0.125,0.166666666666667,65
0.395348837209302,0.775,0.166666666666667,0.52,0.125,0.5,68
0.558139534883721,0.675,0.833333333333333,0.04,0.125,0.333333333333333,68
0.27906976744186,0.625,0.333333333333333,0.78,0,0.166666666666667,65
0.465116279069767,0.9,0.666666666666667,0.28,0.25,0,71
0.627906976744186,0.025,0.333333333333333,0.72,0.125,0.5,65
0.209302325581395,0.55,0.666666666666667,0.4,0.375,0.166666666666667,64
0.465116279069767,0.775,0.333333333333333,1,0,0.333333333333333,72
0.488372093023256,0.55,0.833333333333333,0.22,0.25,0.333333333333333,65
0.558139534883721,0.325,0.666666666666667,0.06,0,0.833333333333333,66
0.27906976744186,0.125,0.333333333333333,0.98,0,0.666666666666667,61
0.255813953488372,0.9,0.666666666666667,0.24,0.25,0.5,68
0.511627906976744,0.475,0.666666666666667,0.64,0.375,0.5,69
0.488372093023256,0.875,0.333333333333333,0.38,0.125,0.5,72
0.488372093023256,0.575,0.166666666666667,0.64,0.25,0.5,71
0.488372093023256,0.675,0.166666666666667,0.6,0.25,0.5,70
0.348837209302326,0.8,0.166666666666667,0.7,0.125,0.333333333333333,68
0.465116279069767,0.65,0.166666666666667,0.02,0.25,0.333333333333333,67
0.488372093023256,0.4,0.666666666666667,0.84,0.125,0.666666666666667,68
0.348837209302326,0.525,0.666666666666667,0.48,0.375,0.333333333333333,68
0.697674418604651,0.8,0,0.52,0.25,0.666666666666667,72
0.511627906976744,0.375,0.333333333333333,0.42,0,0.333333333333333,65
0.27906976744186,0.4,0.166666666666667,0.98,0.25,0.666666666666667,66
0.534883720930233,0.1,0.666666666666667,0.8,0,0.5,65
0.302325581395349,0.925,0.333333333333333,0.32,0.25,0.5,67
0.558139534883721,0.1,0.166666666666667,0.78,0.25,0.666666666666667,66
0.604651162790698,0.65,0.5,0.44,0.125,0.666666666666667,69
0.325581395348837,0.425,0.666666666666667,0.88,0,0.5,66
0.581395348837209,0.4,0.333333333333333,0.04,0.5,0.5,69
0.488372093023256,0.675,0.5,0.36,0,0.333333333333333,67
0.558139534883721,0.075,0.333333333333333,0.42,0.125,0.5,66
0.697674418604651,0.6,0.833333333333333,0.74,0.25,0.5,71
0.418604651162791,0.775,0.333333333333333,0.18,0.625,0.666666666666667,70
0.325581395348837,0.825,0.333333333333333,0.28,0.25,0.666666666666667,71
0.325581395348837,0.175,0.5,0.72,0.125,0.5,66
0.325581395348837,0.9,0.5,0.08,0.375,0.333333333333333,67
0.441860465116279,0.65,0.666666666666667,0.2,0.125,0.666666666666667,66
0.488372093023256,0.875,0.833333333333333,0.76,0,0.333333333333333,72
0.488372093023256,0.475,0.833333333333333,0.88,0.125,0.5,68
0.558139534883721,0.55,0.333333333333333,0.72,0.375,0.5,69
0.441860465116279,0.925,0.5,0.52,0.25,0.5,71
0.651162790697674,0.9,0.833333333333333,0.1,0,0.333333333333333,70
0.395348837209302,0.45,0.833333333333333,0.82,0.25,0.666666666666667,67
0.813953488372093,0.275,0.333333333333333,0.12,0.25,0.333333333333333,69
0.534883720930233,0.4,0.666666666666667,0.38,0.25,0.166666666666667,65
0.325581395348837,0.4,0.666666666666667,0.06,0.125,0.666666666666667,65
0.302325581395349,0.275,0.666666666666667,0.7,0.25,0.666666666666667,64
0.511627906976744,0.275,0.833333333333333,0.5,0.125,0.333333333333333,63
0.418604651162791,0.85,0.166666666666667,0.9,0.375,0.333333333333333,69
0.534883720930233,0.075,0.333333333333333,0.14,0.125,0.833333333333333,64
0.511627906976744,0.675,0.666666666666667,0.82,0,0.5,72
0.441860465116279,0.175,0.5,0.52,0,0.666666666666667,63
0.325581395348837,0.35,0,0.36,0.375,0.5,64
0.232558139534884,0.05,0.166666666666667,0.64,0.375,0.666666666666667,64
0.372093023255814,0.275,0.666666666666667,0.8,0.625,0.166666666666667,67
0.558139534883721,0.775,0.666666666666667,0.44,0.25,0,71
0.465116279069767,0.875,0.166666666666667,0.24,0.125,0.666666666666667,70
0.27906976744186,0.225,0.833333333333333,0.92,0,0.666666666666667,61
0.465116279069767,0.475,0.5,0.32,0.25,0.666666666666667,67
0.488372093023256,0.475,0.166666666666667,1,0.5,0.5,72
0.325581395348837,0.875,0.333333333333333,0.76,0.125,0.833333333333333,66
0.465116279069767,0.775,0.166666666666667,0.68,0.125,0.333333333333333,70
0.441860465116279,0.525,0.333333333333333,0.02,0.375,0.666666666666667,67
0.27906976744186,0.675,0,0.44,0.25,0.5,67
0.488372093023256,0.85,0.5,0.5,0.25,0.333333333333333,71
0.511627906976744,0,0.666666666666667,0.38,0.125,0.666666666666667,66
0.581395348837209,0.4,0.166666666666667,0.14,0.125,0.666666666666667,68
0.581395348837209,0.9,0.5,0.36,0.375,0.5,74
0.255813953488372,0.75,0.333333333333333,0.08,0.125,0.5,64
0.302325581395349,0.55,0.666666666666667,0.3,0.125,0.5,65
0.511627906976744,0.525,0,0.08,0.125,0.5,66
0.511627906976744,0.35,0.666666666666667,0.76,0,0.5,66
0.511627906976744,0.525,0,0.68,0.25,0.833333333333333,68
0.976744186046512,0.65,0.5,0.94,0.25,0.166666666666667,78
0.511627906976744,0.425,0.333333333333333,0.38,0.125,0.333333333333333,67
0.604651162790698,0.725,0.333333333333333,0.78,0.375,0.5,74
0.581395348837209,0.85,0.166666666666667,0.58,0.125,0.333333333333333,74
0.534883720930233,0.15,0.833333333333333,0.64,0.125,0.333333333333333,62
0.395348837209302,0.45,0.166666666666667,0.54,0.25,0.666666666666667,66
0.558139534883721,0.4,0.166666666666667,0.78,0.375,0.5,69
0.325581395348837,0.675,1,0.04,0.25,0.5,68
0.418604651162791,0.25,0.5,0.08,0,0.333333333333333,89
0.372093023255814,0.65,0.166666666666667,0.1,0.25,0.666666666666667,66
0.441860465116279,0.875,0.5,0.28,0.25,0.5,68
0.767441860465116,0.425,0.5,0.6,0,0.5,69
0.186046511627907,0.9,0,0.64,0,0.666666666666667,67
0.534883720930233,1,0.333333333333333,0.72,0.25,0.833333333333333,75
0.209302325581395,0.1,0.5,0.28,0,0.666666666666667,60
0.372093023255814,0.225,0.833333333333333,0.66,0.25,0.666666666666667,66
0.604651162790698,0.95,0.5,0.12,0.125,0.5,73
0.441860465116279,0.95,0.5,0,0.125,0.333333333333333,68
0.302325581395349,0.1,0.333333333333333,0.7,0,0.5,62
0.348837209302326,0.025,0.833333333333333,0.72,0.25,0.333333333333333,62
0.534883720930233,0.15,0.666666666666667,0.62,0.125,0.666666666666667,65
0.348837209302326,1,0.666666666666667,0.26,0.25,0.5,69
0.465116279069767,0.175,0.5,0.92,0.375,0.333333333333333,64
0.441860465116279,0.5,0.166666666666667,0.88,0,0.666666666666667,67
0.348837209302326,0.85,0.833333333333333,0.52,0,0.333333333333333,70
0.744186046511628,0.025,0.5,0.98,0.25,0.5,70
0.534883720930233,0.6,0.5,0.3,0.375,0.5,69
0.162790697674419,0.275,0.666666666666667,0.5,0,0.5,61
0.465116279069767,0.85,0.5,0.92,0,0.333333333333333,69
0.348837209302326,0.275,0.166666666666667,0.46,0.125,0,63
0.558139534883721,0.675,0.5,0.48,0,0.666666666666667,67
0.325581395348837,0.675,0,0.08,0.125,1,65
0.418604651162791,0.225,0.5,0.22,0.375,0.666666666666667,66
0.511627906976744,0.025,0.833333333333333,0.16,0.5,0.333333333333333,63
0.558139534883721,0.4,0,0.56,0.25,0.5,68
0.27906976744186,0.3,0.5,0.32,0,0.666666666666667,65
0.395348837209302,0.8,0.666666666666667,0.08,0.125,0.5,67
0.372093023255814,0.8,0.666666666666667,0.5,0.25,0.5,68
0.348837209302326,0.45,0.333333333333333,0.66,0,0.5,64
0.697674418604651,0.6,0.166666666666667,0.74,0,0.5,71
0.488372093023256,0.6,0.333333333333333,0.84,0,0.833333333333333,69
0.255813953488372,0.825,0.833333333333333,0.48,0.125,0.5,67
0.581395348837209,0.425,0,0.4,0.25,0.5,65
0.744186046511628,0.275,0.166666666666667,0.68,0.125,0.333333333333333,68
0.581395348837209,0.275,0.333333333333333,0.02,0.125,0.5,67
0.232558139534884,0.525,0.333333333333333,0.64,0.375,0.666666666666667,67
0.372093023255814,0.45,0.5,0.4,0.25,0.5,66
0.627906976744186,0.45,0.833333333333333,0.46,0.25,0.666666666666667,70
0.348837209302326,0.1,0.166666666666667,0.3,0.375,0.666666666666667,65
0.511627906976744,0.725,0.5,0.12,0.5,0.666666666666667,69
0.558139534883721,0.225,0.5,0.4,0.125,0.666666666666667,65
0.302325581395349,0.2,0.333333333333333,0.3,0.125,0.5,63
0.441860465116279,0.425,0.166666666666667,0.96,0.25,0.333333333333333,67
0,0.225,0.333333333333333,0.94,0.125,0.5,61
0.302325581395349,0.575,0.333333333333333,0.64,0,0.333333333333333,65
0.395348837209302,0.375,0.666666666666667,0.9,0.125,0.333333333333333,66
0.27906976744186,0.45,0.666666666666667,0.76,0,0.5,66
0.674418604651163,0.525,0.166666666666667,0.34,0.125,0.166666666666667,69
0.232558139534884,0.2,0.333333333333333,0.6,0.25,0.5,63
0.372093023255814,0.15,0.333333333333333,0.22,0.125,1,65
0.465116279069767,0.875,1,0.68,0,0.666666666666667,67
0.651162790697674,0.425,0.5,0.04,0.25,0.5,69
0.232558139534884,0.4,0.166666666666667,0.84,0.5,0.333333333333333,65
0.604651162790698,0.025,0.333333333333333,0.58,0.125,0.5,65
0.441860465116279,0.5,0.333333333333333,0.06,0,0.333333333333333,65
0.302325581395349,0.55,0.666666666666667,0.88,0.25,0.833333333333333,67
0.511627906976744,0.55,0.666666666666667,0.88,0.125,0.333333333333333,66
0.465116279069767,0.7,0.5,0.86,0.5,0.5,72
0.348837209302326,0.175,0.5,0.78,0.375,0.5,66
0.441860465116279,0.25,0.5,0.68,0.25,0.666666666666667,65
0.395348837209302,0.8,0.5,0.4,0.125,0.5,69
0.465116279069767,0.95,0,0.14,0.25,0.333333333333333,68
0.534883720930233,0.125,0.5,0.28,0.125,0.166666666666667,64
0.674418604651163,0.5,0.333333333333333,0.34,0.375,0.666666666666667,69
0.27906976744186,0.225,0.166666666666667,0.36,0,0.166666666666667,59
0.744186046511628,0.05,1,0.56,0,0.5,68
0.162790697674419,0.325,0.5,0.2,0,0.5,60
0.418604651162791,0.15,0.5,0.18,0.125,0.5,62
0.534883720930233,0.7,0.333333333333333,0.72,0,0.5,67
0.488372093023256,0.525,0.666666666666667,0,0.5,0.833333333333333,68
0.348837209302326,0.15,0.166666666666667,0.14,0.375,0.5,64
0.418604651162791,0,0.5,0.44,0.375,0.5,65
0.372093023255814,0.8,0.333333333333333,0.14,0.25,0.333333333333333,65
0.348837209302326,0.175,0.666666666666667,0.96,0,0.5,63
0.558139534883721,0.6,0.333333333333333,0.68,0.25,0.5,70
0.488372093023256,0.325,0.833333333333333,0.44,0.375,0.5,66
0.348837209302326,0.575,0.5,0.12,0.5,0.5,68
0.558139534883721,0.325,0.666666666666667,0.38,0.375,0.5,66
0.488372093023256,0.075,0.666666666666667,0.66,0.375,0.166666666666667,63
0.558139534883721,0.225,0.833333333333333,0.96,0.125,0.5,66
0.534883720930233,0.2,0.333333333333333,0.48,0.125,0.5,65
0.325581395348837,0.425,0.666666666666667,0.7,0.125,0.333333333333333,66
0.372093023255814,0.65,0,0.2,0.25,0.5,67
0.534883720930233,0.275,0.5,0.62,0,0.5,66
0.534883720930233,0,0.333333333333333,0.24,0.5,0.5,63
0.441860465116279,0.525,0.166666666666667,0.2,0.375,0.666666666666667,66
0.465116279069767,0.6,0.333333333333333,0.5,0.125,0.5,67
0.627906976744186,0.975,0.333333333333333,0.22,0.125,0.5,71
0.348837209302326,0.6,0.5,0.72,0.125,0.333333333333333,67
0.511627906976744,0.475,0.333333333333333,0.94,0.125,0.666666666666667,69
0.418604651162791,0.575,0.5,0.4,0.25,0.666666666666667,67
0.418604651162791,0.925,0.333333333333333,0.32,0.25,0.333333333333333,72
0.604651162790698,0.825,0.333333333333333,0.18,0.25,0.666666666666667,70
0.558139534883721,0.325,0.5,0.4,0,0.666666666666667,67
0.558139534883721,0.225,0.5,0.56,0,0.5,64
0.627906976744186,0.275,0.666666666666667,0.38,0.125,0.166666666666667,67
0.441860465116279,0.5,0.666666666666667,0.62,0.375,0.666666666666667,69
0.534883720930233,0.75,0.5,0.66,0,0.5,68
0.395348837209302,0.5,0.666666666666667,0.1,0.25,0.5,63
0.488372093023256,0.075,0.5,0.7,0.5,0.5,68
0.418604651162791,0.725,0.5,0.9,0,0.5,70
0.465116279069767,0.8,0.666666666666667,0.02,0,0.333333333333333,66
0.534883720930233,0.3,0.333333333333333,0.56,0,1,68
0.325581395348837,0.675,0,0.6,0,0.5,67
0.744186046511628,0.425,0.166666666666667,0.7,0,0.833333333333333,69
0.302325581395349,0.9,0.833333333333333,0.38,0,0.5,66
0.27906976744186,0.85,0.5,0.82,0.375,0.5,68
0.604651162790698,0.525,0.5,0.54,0.25,0.333333333333333,69
0.558139534883721,0.7,0.5,0.4,0.125,0.5,70
0.534883720930233,0.875,0.666666666666667,0.72,0.125,0.5,74
0.534883720930233,0.5,0.5,0.92,0,0,70
0.441860465116279,0.325,0.5,0.82,0.125,0.333333333333333,66
0.325581395348837,0.75,0.666666666666667,0.94,0.125,0.5,69
0.441860465116279,0.225,0.333333333333333,0.26,0,0.5,64
0.348837209302326,0.4,0.666666666666667,0.12,0.125,0.166666666666667,62
0.581395348837209,0.875,0.5,0.54,0,0.5,70
0.418604651162791,0.725,0.5,0.04,0.25,0.666666666666667,68
0.325581395348837,0.4,0.333333333333333,0.68,0,0.5,65
0.395348837209302,0.225,0.5,0.24,0.375,0.5,65
0.488372093023256,0.35,0.333333333333333,0.46,0.375,0.666666666666667,71
0.372093023255814,0.275,0.833333333333333,0.66,0.25,0.833333333333333,66
0.325581395348837,0.175,0,0.48,0,0.5,61
0.465116279069767,0.75,0.666666666666667,0.24,0.25,0.833333333333333,67
0.465116279069767,0.25,0,0.88,0,0.333333333333333,65
0.372093023255814,0.45,0.666666666666667,0.76,0,0.5,65
0.372093023255814,0.375,0.333333333333333,0.6,0.125,0.833333333333333,65
0.465116279069767,0.975,0.666666666666667,0.7,0.5,0.666666666666667,73
0.232558139534884,0.4,0.5,0.42,0.125,0.333333333333333,62
0.255813953488372,0.075,0.166666666666667,0.38,0,0.333333333333333,60
0.348837209302326,0.1,0.833333333333333,0.16,0.125,0.5,61
0.418604651162791,0.6,0.666666666666667,0.8,0.25,0.5,67
0.488372093023256,0.6,0.666666666666667,0.38,0.375,0.666666666666667,70
0.651162790697674,0.425,0.333333333333333,0.7,0.125,0.166666666666667,69
0.558139534883721,0.425,0.666666666666667,0.3,0,0.833333333333333,66
0.418604651162791,0.05,0.166666666666667,0.8,0.25,0.5,64
0.441860465116279,0.525,0,0.1,0.125,0.333333333333333,68
0.302325581395349,0.5,0.166666666666667,0.62,0.125,0.666666666666667,67
0.441860465116279,0.15,0.333333333333333,0.8,0,0.166666666666667,64
0.395348837209302,0.1,0.333333333333333,0.66,0.25,0.333333333333333,65
0.488372093023256,0.125,0.333333333333333,0.7,0.25,0.5,66
0.325581395348837,0.1,0.333333333333333,0.52,0.25,0.666666666666667,63
0.511627906976744,0.6,0.333333333333333,0.56,0.25,0.333333333333333,68
0.651162790697674,0.2,0,0.06,0.125,0.666666666666667,66
0.418604651162791,0.25,0.5,0.26,0.375,0.833333333333333,63
0.488372093023256,0.175,0.5,0.72,0.125,0.5,63
0.534883720930233,0.95,0.333333333333333,0.94,0.125,0.666666666666667,74
0.395348837209302,0.85,0.833333333333333,0.54,0.125,0.333333333333333,70
0.465116279069767,0.225,0.5,0.72,0.25,0.5,68
0.441860465116279,0.325,0.5,0.68,0,0.666666666666667,66
0.465116279069767,0.2,0.666666666666667,1,0,0.666666666666667,63
0.325581395348837,0.5,0.166666666666667,0.8,0.5,0.5,67
0.441860465116279,0.025,0.5,0.62,0.125,0.5,62
0.511627906976744,0.675,0.666666666666667,0.12,0.125,0.5,71
0.651162790697674,0.525,0.5,0.36,0.25,0.666666666666667,72
0.581395348837209,0.9,0.166666666666667,0.26,0.125,0.333333333333333,72
0.744186046511628,0.175,0.333333333333333,0.86,0,0.5,68
0.325581395348837,0.8,0.5,0.44,0.125,0.833333333333333,66
0.558139534883721,0.8,0,0.54,0,0.5,70
0.465116279069767,0.125,0.166666666666667,0.96,0.25,0.666666666666667,66
0.744186046511628,0.4,1,0.84,0.125,0.5,72
0.325581395348837,0.175,0.666666666666667,0.78,0,0.666666666666667,64
0.325581395348837,0.25,0.833333333333333,0.14,0.125,0.5,63
0.348837209302326,0.275,0.666666666666667,0.02,0,0.333333333333333,61
0.13953488372093,0.55,0.666666666666667,0.12,0,0.333333333333333,62
0.372093023255814,0.4,0.5,0.74,0.125,0.666666666666667,68
0.325581395348837,0.95,0.666666666666667,0.42,0.125,0.5,68
0.465116279069767,0.125,0.833333333333333,0.12,0.125,0.833333333333333,63
0.488372093023256,0.975,0.666666666666667,0.74,0.125,0.666666666666667,70
0.697674418604651,0.225,0.5,0.2,0.125,0.5,68
0.581395348837209,0.775,0.5,0.58,0.125,0.833333333333333,72
0.372093023255814,0.35,0.666666666666667,0.74,0.5,0.5,67
0.325581395348837,0.15,0.333333333333333,0.6,0.125,0.166666666666667,61
0.511627906976744,0.85,0.666666666666667,1,0,0.5,69
0.255813953488372,0.3,0.333333333333333,0.44,0.25,0.333333333333333,61
0.697674418604651,0.65,0.333333333333333,0.32,0.375,0.5,75
0.604651162790698,0.575,0.166666666666667,0.2,0,0.333333333333333,68
0.372093023255814,0.475,0.333333333333333,0.5,0.125,0.666666666666667,65
0.209302325581395,0.5,0.333333333333333,0.86,0.5,0.5,67
0.627906976744186,0.725,1,0.94,0.375,1,75
0.418604651162791,0.1,0.333333333333333,0.98,0.125,0.5,64
0.604651162790698,0.675,0.666666666666667,0.54,0.125,0.666666666666667,70
0.209302325581395,0.9,0.333333333333333,0.6,0,0.666666666666667,67
0.348837209302326,0.05,0.5,0.58,0.25,0.5,63
0.441860465116279,0.15,0.5,0.46,0.125,0.666666666666667,65
0.441860465116279,0.725,0,0.16,0.125,0.5,67
0.372093023255814,0.425,0.166666666666667,0.06,0.25,0.5,86
0.534883720930233,0.4,0.333333333333333,0.44,0.375,0.5,67
0.302325581395349,0.125,0.166666666666667,0.18,0.125,0.666666666666667,63
0.418604651162791,0.5,0.5,0.88,0,0.5,66
